block_id,hour,lighting_score,police_stn_dist,past_incidents,crowd_density,risk_score
39,4,9,7.46,24,5,100.0
57,14,0,2.29,35,4,100.0
32,17,10,4.47,1,8,38.06
86,21,10,2.38,24,2,74.25
37,23,2,5.18,47,7,100.0
36,23,10,4.52,33,6,100.0
69,5,0,6.31,28,10,100.0
79,6,9,6.66,21,9,72.86
95,15,6,1.05,27,9,100.0
86,12,3,6.56,29,9,100.0
17,6,1,5.18,50,4,100.0
89,21,7,8.51,36,6,100.0
31,4,9,9.51,42,3,100.0
59,4,9,5.48,13,0,100.0
58,6,8,4.94,43,0,100.0
45,1,0,7.91,13,7,100.0
86,18,4,2.37,4,9,68.4
17,18,8,8.62,44,9,100.0
84,16,9,1.84,8,7,41.39
92,21,1,4.68,8,6,92.6
71,23,6,9.92,29,1,100.0
82,2,4,7.36,34,3,100.0
99,15,0,2.37,35,4,100.0
4,5,3,8.64,41,2,100.0
81,21,5,8.35,37,6,100.0
9,21,8,8.93,50,8,100.0
96,12,8,1.01,11,1,50.42
31,1,2,3.81,0,1,100.0
11,4,4,4.16,8,9,100.0
1,3,6,8.4,23,8,100.0
96,9,9,4.55,36,7,100.0
72,21,2,4.21,19,0,100.0
40,4,4,7.23,35,6,100.0
42,6,10,8.06,22,5,81.48
40,11,4,5.01,10,0,81.19
71,4,3,5.12,29,7,100.0
75,18,5,6.3,39,1,100.0
99,16,5,1.37,16,9,81.08
36,10,5,8.77,49,4,100.0
29,3,6,7.39,23,5,100.0
24,8,4,2.01,30,1,100.0
98,23,6,5.03,25,7,100.0
69,14,4,2.21,27,6,100.0
14,4,3,7.97,22,5,100.0
18,2,8,9.68,38,5,100.0
60,4,10,4.5,35,10,100.0
5,7,0,9.19,4,7,98.75
78,7,4,1.02,32,10,100.0
100,19,7,5.12,3,2,57.26
30,20,0,8.57,43,6,100.0
72,3,5,6.56,10,4,100.0
87,12,6,5.41,41,2,100.0
24,5,8,5.52,32,2,100.0
44,12,7,1.9,4,3,37.26
59,13,9,6.71,20,9,78.53
80,19,7,2.31,49,4,100.0
90,18,9,6.61,45,9,100.0
100,17,1,2.43,16,5,93.33
94,21,1,1.56,13,8,91.59
41,11,3,2.04,19,0,86.98
95,8,8,7.53,37,6,100.0
28,8,10,1.22,31,4,88.88
7,10,2,9.93,10,1,100.0
75,12,10,6.03,16,4,67.61
71,23,7,2.63,37,0,100.0
95,21,9,1.86,13,5,66.92
26,12,5,1.94,39,3,100.0
63,11,5,2.86,35,5,100.0
95,10,5,9.17,16,5,100.0
24,21,9,2.49,31,10,100.0
34,1,10,5.7,25,3,100.0
38,11,9,6.6,30,0,97.44
51,2,6,4.25,46,3,100.0
30,11,1,3.62,30,1,100.0
31,22,7,4.11,31,5,100.0
77,13,2,0.8,49,10,100.0
16,6,10,2.9,0,10,35.16
91,4,5,6.53,11,8,100.0
32,10,5,1.92,15,0,77.29
28,3,0,5.06,42,10,100.0
8,10,8,2.17,43,3,100.0
7,22,7,9.16,2,10,90.72
98,21,10,5.09,35,4,100.0
22,23,3,0.22,48,5,100.0
62,9,1,3.66,47,3,100.0
47,3,0,1.67,28,6,100.0
59,21,7,9.13,13,8,94.67
96,11,5,1.16,46,1,100.0
13,19,6,2.14,49,9,100.0
16,0,4,9.66,14,7,100.0
40,7,0,9.5,21,6,100.0
15,20,5,7.59,31,4,100.0
52,14,9,9.77,16,8,88.03
20,14,3,1.58,50,3,100.0
31,18,6,9.63,31,3,100.0
87,1,6,8.8,13,9,100.0
61,4,6,2.27,31,6,100.0
60,21,10,5.0,16,0,79.94
62,19,2,8.42,40,9,100.0
69,15,10,1.01,40,6,100.0
67,17,10,3.79,46,1,100.0
10,11,9,1.45,11,4,59.09
69,23,0,1.04,39,10,100.0
34,17,1,4.92,50,3,100.0
30,2,3,6.05,33,6,100.0
79,8,1,2.24,44,5,100.0
52,2,8,9.57,43,2,100.0
85,13,3,1.49,21,6,95.67
27,17,1,3.56,13,8,98.95
26,19,4,9.51,11,1,100.0
73,5,2,3.43,9,9,85.14
20,12,3,2.36,26,5,100.0
90,1,10,3.05,28,0,100.0
18,4,6,4.83,50,7,100.0
95,13,5,7.97,0,3,69.21
12,20,5,4.28,6,7,74.58
3,16,5,9.63,8,9,87.41
63,11,2,7.0,10,4,91.41
70,19,10,6.06,33,6,100.0
28,20,5,1.63,2,7,58.27
94,3,6,4.98,4,10,85.49
42,4,2,2.88,36,9,100.0
73,18,7,5.04,7,5,69.94
86,22,9,3.52,32,1,100.0
34,0,8,1.88,18,4,100.0
64,21,8,9.39,14,10,92.7
99,19,0,9.05,5,7,100.0
57,1,4,8.53,20,7,100.0
67,8,5,2.29,45,4,100.0
31,11,5,6.6,10,1,74.76
41,8,8,4.93,31,5,94.36
19,21,6,8.35,43,6,100.0
38,13,4,9.36,30,8,100.0
11,11,0,7.65,5,10,99.84
86,20,8,6.35,1,9,59.63
93,18,1,7.71,10,5,100.0
47,5,7,5.51,40,2,100.0
76,7,6,0.4,1,1,33.21
33,12,6,4.94,26,1,100.0
80,22,3,4.77,44,10,100.0
48,5,1,4.85,11,7,91.81
62,1,3,6.99,21,3,100.0
3,15,4,9.04,29,9,100.0
53,23,2,0.96,1,9,80.77
24,0,0,8.52,0,10,100.0
26,9,8,2.0,1,8,36.96
34,13,2,1.62,23,4,100.0
45,13,10,8.66,49,4,100.0
75,22,1,3.22,6,2,100.0
99,16,6,9.33,44,6,100.0
70,8,4,0.75,31,2,100.0
81,20,10,7.79,43,5,100.0
81,9,10,4.22,14,2,60.42
75,15,7,2.56,9,5,61.24
24,16,2,8.32,14,9,100.0
55,4,0,3.47,16,10,100.0
92,1,2,4.76,38,8,100.0
89,16,2,4.91,29,6,100.0
96,1,4,1.3,1,1,87.63
67,16,1,4.33,41,9,100.0
41,11,7,9.37,45,10,100.0
43,3,4,9.54,28,3,100.0
93,5,1,8.19,29,4,100.0
48,3,7,2.75,47,7,100.0
13,14,8,8.54,49,7,100.0
44,15,10,0.98,11,1,41.27
43,2,5,1.86,47,8,100.0
18,17,2,1.03,49,4,100.0
16,19,4,5.1,42,0,100.0
37,10,7,5.92,14,0,77.8
92,1,0,0.94,40,7,100.0
35,10,8,9.1,41,0,100.0
72,12,2,0.94,19,7,90.26
57,14,3,6.56,20,9,97.16
17,7,10,6.08,4,7,56.45
97,7,5,0.51,7,7,56.31
84,21,0,7.06,26,3,100.0
100,12,6,7.98,21,6,100.0
26,1,6,6.98,10,6,98.26
34,20,5,4.29,38,8,100.0
6,0,3,5.6,26,10,100.0
98,18,5,1.66,7,3,80.37
80,23,5,6.42,30,4,100.0
14,4,5,7.09,7,2,100.0
40,19,7,2.17,39,4,100.0
85,9,7,8.98,3,4,71.38
11,14,9,4.74,34,9,100.0
47,17,2,4.17,23,2,100.0
68,7,10,4.16,38,0,100.0
67,6,7,3.75,39,9,100.0
85,8,8,7.55,37,8,100.0
78,10,6,4.29,46,5,100.0
72,4,2,4.68,30,1,100.0
24,17,3,3.56,49,1,100.0
20,19,0,3.98,29,2,100.0
22,1,0,7.46,29,1,100.0
85,3,9,4.19,48,3,100.0
77,11,0,0.66,33,0,100.0
18,5,3,3.69,15,3,80.61
7,23,5,1.03,20,8,100.0
9,11,3,9.48,31,2,100.0
44,7,9,6.56,25,8,97.82
95,5,9,8.45,8,1,70.71
83,8,4,6.03,29,6,100.0
60,8,0,9.61,39,2,100.0
41,17,10,3.93,29,5,95.4
68,5,7,3.83,14,9,70.56
78,19,1,1.35,10,10,93.7
64,10,6,1.34,24,7,89.78
19,2,3,9.0,38,5,100.0
39,15,4,8.19,40,3,100.0
33,14,8,5.74,19,1,77.14
81,1,7,5.32,30,10,100.0
9,9,9,2.18,36,0,100.0
48,7,4,7.67,8,7,83.11
80,7,2,6.49,3,4,76.78
94,23,5,9.31,22,5,100.0
8,10,10,0.17,42,4,100.0
7,15,1,8.57,15,1,100.0
13,1,0,6.27,21,1,100.0
77,18,5,1.51,17,8,81.82
21,20,1,8.84,40,2,100.0
59,15,9,8.58,17,6,82.72
45,9,9,7.52,40,6,100.0
42,14,5,1.34,18,5,88.06
31,23,10,0.2,23,4,91.5
68,23,0,8.08,40,8,100.0
90,20,8,4.85,45,5,100.0
32,19,6,6.63,11,9,86.79
47,18,9,1.59,13,10,67.82
1,23,5,3.31,23,9,100.0
14,16,4,5.92,28,8,100.0
1,7,9,7.38,19,8,84.64
39,4,8,3.63,49,7,100.0
11,16,0,8.94,4,2,100.0
75,16,0,7.73,39,6,100.0
78,20,1,1.43,20,3,100.0
1,7,7,0.9,41,0,100.0
21,19,10,6.89,43,6,100.0
13,8,6,4.96,50,9,100.0
4,8,8,7.1,2,6,47.95
9,20,0,4.82,7,6,100.0
8,10,2,8.28,40,9,100.0
60,17,10,9.18,19,5,85.45
100,20,8,6.54,42,1,100.0
18,19,3,2.23,3,7,71.11
39,23,0,4.8,15,10,100.0
46,7,0,9.77,49,0,100.0
39,12,6,4.49,22,6,89.94
39,1,10,0.72,1,5,42.2
68,17,8,1.26,17,5,74.3
73,12,4,5.84,29,8,100.0
34,5,3,8.28,35,9,100.0
30,9,0,1.48,2,9,72.89
65,22,8,7.9,41,1,100.0
35,19,2,7.69,45,10,100.0
29,22,5,6.47,33,1,100.0
64,18,7,9.62,5,10,86.0
79,21,4,5.08,46,1,100.0
24,21,10,6.81,16,2,83.67
58,19,3,2.61,24,6,100.0
78,12,0,7.46,31,10,100.0
83,10,2,5.51,13,0,95.54
46,17,9,7.49,18,1,77.32
73,22,9,4.28,19,9,100.0
66,12,1,4.87,28,1,100.0
92,21,6,0.47,50,9,100.0
51,19,1,0.33,20,7,100.0
52,6,6,0.3,26,1,100.0
49,5,5,8.55,9,7,83.45
20,9,0,2.01,13,8,85.01
63,17,1,6.32,49,10,100.0
30,21,0,1.88,30,4,100.0
6,4,0,3.55,41,5,100.0
9,11,2,7.09,18,10,100.0
32,5,4,7.96,32,4,100.0
9,6,0,3.66,13,1,100.0
59,8,2,3.25,38,9,100.0
24,0,9,0.43,36,9,100.0
58,4,7,1.74,15,3,90.93
21,6,9,6.44,38,0,100.0
23,21,3,4.59,12,2,99.22
6,4,6,9.88,47,10,100.0
55,14,0,2.32,45,8,100.0
24,20,4,7.96,23,9,100.0
55,19,10,5.24,23,0,92.47
97,7,4,4.8,43,2,100.0
30,3,6,1.61,0,8,68.01
99,6,5,7.76,27,7,100.0
12,3,1,0.79,38,10,100.0
34,17,9,6.14,35,9,100.0
46,6,6,2.24,47,6,100.0
16,14,7,6.59,32,5,100.0
61,7,6,6.35,47,1,100.0
84,16,5,5.96,15,1,91.52
66,10,3,5.97,27,7,100.0
75,9,3,2.44,24,9,100.0
7,11,2,8.51,40,7,100.0
80,11,0,5.13,15,8,100.0
94,11,8,7.36,47,7,100.0
53,9,2,5.05,19,0,100.0
77,0,7,7.7,0,8,84.64
75,14,7,8.89,26,10,100.0
62,5,5,7.1,23,10,100.0
76,6,10,0.85,36,2,93.49
19,7,2,8.5,40,10,100.0
57,4,3,9.92,48,2,100.0
60,10,2,0.36,23,3,100.0
54,19,7,4.9,35,8,100.0
33,1,4,8.59,20,4,100.0
83,3,3,4.94,49,10,100.0
57,8,10,5.59,12,10,56.42
26,14,2,5.02,39,3,100.0
60,16,6,3.11,23,4,92.02
16,5,4,3.52,19,8,100.0
67,22,9,0.65,8,5,66.03
97,11,10,3.88,9,2,43.99
100,12,2,4.42,3,3,72.63
46,3,8,7.02,48,6,100.0
44,2,0,6.82,16,5,100.0
45,15,3,4.45,27,7,100.0
92,5,10,3.63,11,1,56.86
68,19,3,8.56,23,1,100.0
67,16,1,8.33,4,5,86.47
16,9,6,6.15,4,1,61.7
71,4,3,1.54,42,0,100.0
10,14,0,7.32,7,2,90.32
17,5,9,3.18,22,2,79.09
28,14,8,8.78,22,10,91.97
96,19,8,8.59,19,0,99.7
38,7,5,4.2,47,7,100.0
15,15,10,6.53,11,2,64.34
54,17,10,7.34,35,1,100.0
31,6,7,8.09,12,7,73.76
89,10,2,6.23,35,2,100.0
97,19,1,3.49,40,4,100.0
9,14,10,0.43,20,5,61.37
44,10,2,1.75,43,9,100.0
57,2,3,0.23,23,2,100.0
43,16,9,7.16,5,1,54.48
71,6,2,0.52,44,1,100.0
19,8,5,6.36,6,2,76.28
32,14,9,3.05,0,7,23.37
72,2,8,9.83,18,10,100.0
42,0,5,5.94,45,10,100.0
51,0,6,8.85,38,10,100.0
35,0,1,0.18,35,2,100.0
46,3,10,8.15,35,6,100.0
69,3,1,5.33,34,7,100.0
66,22,0,6.17,26,6,100.0
79,12,8,3.68,25,2,86.08
90,10,9,3.4,39,8,100.0
77,3,9,6.01,3,2,85.89
48,0,10,9.01,15,9,100.0
93,10,4,6.92,40,0,100.0
3,12,1,9.91,19,6,100.0
57,20,10,3.32,14,0,72.59
11,12,5,3.48,41,4,100.0
60,14,7,9.66,40,0,100.0
17,20,6,4.7,35,7,100.0
78,20,1,5.37,6,0,97.96
19,2,0,4.6,29,9,100.0
98,3,2,3.34,11,5,100.0
86,11,4,6.25,47,7,100.0
6,2,2,9.84,9,6,100.0
90,3,9,3.46,19,8,92.25
88,7,6,5.95,29,6,100.0
96,13,8,6.14,36,1,100.0
49,10,5,7.24,25,0,100.0
38,0,4,1.32,49,9,100.0
36,14,8,4.59,33,10,100.0
57,5,7,3.93,46,5,100.0
8,7,4,4.96,25,10,100.0
47,21,4,9.75,2,9,88.7
55,21,8,3.75,24,2,94.71
23,22,6,8.22,20,0,100.0
22,15,5,3.89,46,6,100.0
72,20,3,9.06,7,9,100.0
16,14,7,3.83,36,6,100.0
75,18,10,5.96,26,5,98.76
38,12,4,2.07,8,2,61.57
86,21,3,7.7,41,0,100.0
57,7,1,9.28,38,6,100.0
21,16,9,4.31,47,2,100.0
59,23,10,8.36,43,9,100.0
33,0,5,4.46,2,9,85.38
72,18,1,8.45,14,10,100.0
7,0,1,0.6,21,4,100.0
50,13,9,1.82,43,9,100.0
19,4,7,1.21,32,4,100.0
56,11,0,3.05,5,9,77.87
6,6,7,3.71,1,5,46.67
76,8,3,4.3,34,2,100.0
34,11,1,6.47,19,3,100.0
85,12,7,8.97,9,0,82.92
16,0,0,3.32,16,0,100.0
31,7,6,1.07,46,3,100.0
92,19,10,0.19,29,6,88.06
8,7,3,7.92,39,2,100.0
69,14,6,1.1,33,9,100.0
54,2,7,1.86,11,2,100.0
73,11,0,5.94,48,0,100.0
21,22,6,9.71,49,0,100.0
97,21,8,2.74,31,2,100.0
92,5,5,5.18,15,5,77.75
5,2,3,7.59,37,2,100.0
94,0,5,1.19,26,6,100.0
79,16,1,2.23,8,6,73.86
54,4,9,4.88,2,5,64.95
87,20,4,8.73,24,9,100.0
56,9,4,7.16,38,4,100.0
73,11,9,4.95,50,2,100.0
35,12,10,8.72,28,3,96.49
28,5,5,7.58,23,6,100.0
90,10,5,9.36,7,7,78.39
78,16,7,5.78,3,1,47.2
68,17,7,6.14,2,3,64.53
29,12,9,9.4,40,5,100.0
75,9,2,2.99,46,6,100.0
16,15,5,3.71,34,9,100.0
98,22,2,8.11,38,4,100.0
14,10,6,2.83,32,6,100.0
85,1,2,2.12,42,4,100.0
30,3,6,3.6,18,3,100.0
56,7,0,0.75,49,4,100.0
19,4,10,5.85,8,3,71.87
70,14,0,6.22,35,8,100.0
54,1,1,7.07,21,4,100.0
55,13,5,5.53,33,6,100.0
27,22,9,7.27,15,0,100.0
48,22,6,1.65,40,8,100.0
25,15,1,3.98,29,2,100.0
25,4,0,4.51,5,2,100.0
90,1,7,2.58,0,0,72.39
50,2,6,1.19,49,6,100.0
18,16,4,5.68,35,8,100.0
30,14,1,9.19,10,8,100.0
82,21,9,7.53,2,1,57.38
74,9,2,1.31,27,4,100.0
25,23,5,2.41,31,8,100.0
26,14,9,2.69,20,8,75.07
27,21,10,3.83,8,0,65.58
78,10,5,6.85,20,3,100.0
99,1,3,1.98,50,3,100.0
61,14,2,0.5,50,7,100.0
9,12,2,4.6,37,7,100.0
3,5,1,8.53,28,9,100.0
58,22,10,3.53,2,1,82.46
50,15,10,5.43,15,8,68.57
94,6,9,1.13,48,7,100.0
83,14,8,6.03,1,7,43.5
72,0,8,9.09,8,10,100.0
1,4,1,8.32,17,6,100.0
16,5,7,2.86,32,5,100.0
31,20,7,4.42,8,7,75.05
84,3,7,1.74,50,6,100.0
33,19,1,1.86,2,5,76.97
53,21,1,9.76,31,10,100.0
95,21,5,2.41,38,9,100.0
54,1,9,2.68,3,10,67.33
28,19,6,7.96,10,3,92.65
90,0,1,6.78,33,3,100.0
93,3,0,9.82,27,9,100.0
75,21,7,5.17,4,1,64.86
76,14,4,2.1,29,8,100.0
76,13,4,6.64,32,8,100.0
39,17,0,8.53,46,9,100.0
53,13,7,0.27,30,8,91.45
31,11,9,0.8,30,5,92.57
65,14,8,9.6,23,4,98.77
9,13,10,1.66,31,4,87.92
77,9,6,9.3,2,2,64.62
63,20,3,4.29,23,1,100.0
43,14,3,3.49,36,4,100.0
83,6,4,2.85,12,7,75.45
18,7,5,3.14,19,6,86.45
29,12,7,9.82,40,1,100.0
79,1,3,6.61,49,10,100.0
33,21,5,8.33,47,2,100.0
6,11,3,5.48,6,7,81.86
8,7,4,5.2,43,8,100.0
49,21,7,9.93,13,4,98.78
53,5,3,9.22,48,5,100.0
80,8,2,5.87,45,9,100.0
46,22,6,7.42,9,7,100.0
40,20,10,3.3,29,0,100.0
84,0,3,9.53,22,7,100.0
45,2,9,2.23,40,4,100.0
47,8,0,1.59,16,4,95.5
61,23,5,7.94,43,6,100.0
13,21,2,7.68,28,6,100.0
58,11,4,1.28,2,7,47.98
98,3,8,1.01,20,7,93.54
95,6,5,4.52,36,10,100.0
97,1,5,2.74,6,1,96.21
100,8,0,2.51,7,7,79.79
82,5,10,8.5,48,8,100.0
13,15,8,2.55,31,3,92.38
59,17,4,0.37,8,2,63.25
100,15,4,1.24,43,5,100.0
57,1,1,7.21,37,3,100.0
75,9,0,4.96,4,8,81.23
49,18,3,9.81,45,3,100.0
20,23,8,0.4,11,1,89.83
20,20,6,9.55,14,4,91.64
81,19,10,0.79,46,4,100.0
72,21,6,7.27,31,8,100.0
42,23,0,4.72,33,4,100.0
82,21,0,9.25,39,2,100.0
96,0,9,2.78,10,8,78.18
72,18,0,1.78,5,9,91.15
49,8,9,8.17,20,3,85.81
74,22,3,4.35,41,2,100.0
25,11,0,9.87,26,7,100.0
41,18,9,2.08,4,0,43.72
52,22,8,9.05,42,7,100.0
22,7,7,9.03,30,1,100.0
95,9,1,8.53,32,9,100.0
11,5,2,9.92,41,10,100.0
58,22,3,0.65,24,5,100.0
27,22,10,6.07,12,7,82.57
53,22,8,7.13,30,10,100.0
5,23,4,2.82,40,4,100.0
7,12,8,2.01,27,1,94.85
32,10,10,1.67,5,9,33.49
9,2,5,7.2,34,10,100.0
100,17,5,9.54,9,3,94.56
26,3,3,4.29,45,7,100.0
99,16,5,6.98,10,0,75.31
70,13,3,4.24,29,4,100.0
87,13,6,7.75,6,9,70.91
43,3,6,3.97,1,1,92.07
14,11,5,0.54,14,6,73.32
59,21,0,3.52,41,10,100.0
4,1,0,0.55,46,7,100.0
20,1,0,8.44,35,9,100.0
100,13,0,1.64,41,6,100.0
38,10,2,8.38,15,7,100.0
52,18,5,2.7,15,9,85.0
91,1,4,9.84,47,9,100.0
12,21,3,4.81,35,0,100.0
2,4,5,3.53,36,9,100.0
69,0,2,7.96,22,5,100.0
92,14,0,6.33,11,10,100.0
3,3,8,9.46,30,6,100.0
100,7,6,2.45,48,6,100.0
79,2,5,4.77,6,5,80.42
76,15,1,1.66,20,1,97.48
5,10,8,2.31,2,9,39.74
95,6,10,8.57,41,2,100.0
97,9,5,8.98,50,3,100.0
56,17,8,7.92,37,8,100.0
1,14,1,2.74,13,9,94.24
43,8,2,8.28,5,5,88.04
25,2,9,7.66,8,10,91.65
11,11,10,4.91,38,0,100.0
46,4,7,4.5,43,9,100.0
55,18,4,3.21,11,2,79.69
57,16,2,1.54,23,7,100.0
10,8,4,8.64,33,0,100.0
6,19,5,9.44,28,5,100.0
77,11,0,4.37,28,4,100.0
9,0,10,6.08,40,8,100.0
65,14,1,4.91,15,5,93.07
8,9,1,2.02,38,6,100.0
10,10,8,7.65,36,8,100.0
17,7,3,3.96,13,5,91.47
34,6,2,3.73,5,8,70.56
31,8,7,2.98,17,0,72.32
98,12,7,4.52,13,6,67.74
40,3,3,8.98,25,10,100.0
17,12,7,2.31,50,7,100.0
91,18,8,4.54,32,5,100.0
85,8,9,7.73,11,8,67.28
1,22,10,3.27,48,9,100.0
34,17,5,2.05,9,5,61.3
32,18,7,0.45,1,1,39.45
14,12,5,7.24,41,2,100.0
72,7,8,5.25,1,1,39.8
65,2,4,5.61,14,8,100.0
51,11,4,6.18,28,2,100.0
20,23,1,3.54,43,8,100.0
41,8,6,0.72,10,6,61.44
45,2,10,5.42,22,1,100.0
22,18,5,8.85,20,0,100.0
17,16,1,5.41,50,1,100.0
98,20,4,3.21,3,1,60.76
21,21,10,3.88,24,8,86.21
22,20,6,4.95,41,6,100.0
77,14,7,5.74,46,9,100.0
73,7,7,9.54,44,6,100.0
8,13,6,1.87,18,10,81.05
90,1,7,5.04,20,0,100.0
78,22,10,3.82,46,4,100.0
95,5,7,4.7,24,10,100.0
92,10,2,9.9,9,0,100.0
44,6,0,6.31,25,1,100.0
15,11,10,9.35,31,2,100.0
76,19,1,1.31,37,3,100.0
2,8,6,5.61,30,6,100.0
86,10,4,4.34,43,1,100.0
58,2,6,4.0,5,4,86.78
18,10,5,5.79,12,4,80.26
67,9,8,1.2,22,1,68.85
42,12,4,7.39,43,6,100.0
56,23,5,1.51,24,5,100.0
84,17,5,4.93,25,7,97.76
50,8,2,7.26,39,10,100.0
62,16,5,8.14,26,9,100.0
4,19,7,6.2,13,4,95.12
67,21,1,3.4,45,2,100.0
21,6,4,1.78,39,7,100.0
2,9,9,3.5,10,0,61.5
20,16,5,8.91,48,3,100.0
3,1,2,0.5,44,0,100.0
28,18,6,5.36,20,0,96.9
8,2,3,0.77,44,7,100.0
66,6,3,9.95,4,4,85.67
9,5,4,0.14,47,6,100.0
49,2,8,7.87,38,1,100.0
19,5,6,2.91,5,10,50.99
95,23,6,9.21,21,6,100.0
62,10,3,4.67,34,3,100.0
59,10,9,9.16,21,2,94.95
85,23,8,8.88,17,6,100.0
20,13,7,6.06,45,0,100.0
35,5,7,9.45,29,9,100.0
62,23,9,1.39,46,5,100.0
14,8,0,4.45,26,7,100.0
45,1,2,4.82,15,0,100.0
24,12,0,3.07,36,10,100.0
94,9,8,9.43,30,9,100.0
66,12,8,5.45,39,10,100.0
71,16,0,7.3,0,10,80.98
66,16,10,1.46,0,7,24.28
82,17,1,5.22,17,2,100.0
19,8,0,2.71,25,5,100.0
62,17,5,8.97,1,9,78.71
36,11,7,6.19,41,1,100.0
9,13,1,3.75,1,1,69.66
8,20,8,7.18,14,8,87.72
54,15,5,2.53,47,3,100.0
85,13,0,0.27,28,10,100.0
90,15,4,8.17,30,0,100.0
89,4,10,6.54,15,10,96.76
6,18,3,3.78,6,0,77.78
15,16,1,9.59,9,6,100.0
88,9,5,6.29,39,6,100.0
38,11,1,4.58,7,8,88.85
43,19,7,5.62,48,9,100.0
5,2,9,8.86,1,3,87.99
58,3,9,8.44,42,4,100.0
8,8,4,2.04,19,5,81.74
48,3,3,4.33,50,9,100.0
75,10,0,8.47,9,4,100.0
26,6,7,6.19,2,3,43.6
31,13,4,6.9,34,8,100.0
83,18,8,2.69,3,0,55.59
88,22,4,8.13,47,10,100.0
40,12,9,0.37,23,6,71.94
54,7,0,4.65,49,8,100.0
38,18,9,7.53,30,2,100.0
11,17,0,7.84,47,5,100.0
1,0,2,7.93,7,9,100.0
50,10,2,6.54,45,2,100.0
8,17,7,0.82,1,8,35.32
63,5,9,9.05,16,3,82.44
28,13,5,6.57,9,7,78.39
42,18,5,5.84,32,1,100.0
16,7,5,6.81,2,0,67.62
62,7,8,3.77,31,2,100.0
98,3,3,6.61,13,9,100.0
60,4,5,8.54,28,0,100.0
31,0,5,3.72,31,5,100.0
37,21,6,3.81,47,2,100.0
34,22,7,7.22,40,1,100.0
93,17,6,6.95,16,4,81.34
72,5,9,5.3,24,0,84.17
3,9,4,7.19,23,10,100.0
6,19,5,3.54,34,0,100.0
22,13,9,9.76,22,8,94.21
23,3,5,1.74,49,7,100.0
41,3,10,1.15,26,8,97.39
64,15,1,3.26,21,8,100.0
55,1,5,6.26,18,3,100.0
5,14,1,5.03,12,4,94.19
79,20,9,4.49,8,2,62.92
75,6,6,7.53,46,3,100.0
62,1,5,7.69,33,6,100.0
65,22,8,6.3,0,7,78.48
87,15,5,7.13,3,3,68.44
62,23,5,9.62,39,10,100.0
45,19,8,8.3,44,4,100.0
73,4,5,5.86,29,5,100.0
19,17,0,8.23,1,6,84.92
53,17,3,1.83,26,6,99.33
57,8,8,6.65,0,7,52.71
81,3,8,4.31,39,6,100.0
20,21,10,2.5,17,10,79.85
45,12,5,7.33,24,5,100.0
52,1,0,3.54,49,1,100.0
89,9,3,1.73,11,1,73.36
54,6,3,9.47,21,1,100.0
25,20,0,7.57,26,6,100.0
88,20,5,1.46,49,4,100.0
19,19,10,9.29,24,5,100.0
2,0,0,5.62,29,9,100.0
39,0,2,6.16,37,8,100.0
4,16,1,8.58,37,8,100.0
22,10,5,7.97,25,6,100.0
58,6,4,1.61,32,10,100.0
72,18,4,6.88,26,7,100.0
70,8,0,5.33,34,4,100.0
19,3,7,6.52,14,1,100.0
32,16,2,6.37,7,2,90.35
90,7,2,3.74,4,4,71.07
81,3,8,9.34,7,6,98.9
42,14,5,8.91,34,9,100.0
17,6,3,4.59,23,0,100.0
38,11,6,5.25,20,10,88.63
53,10,3,0.29,26,6,100.0
46,5,8,1.52,44,7,100.0
93,23,9,0.94,45,3,100.0
25,3,9,1.78,36,2,100.0
25,19,2,0.12,31,9,100.0
49,9,10,8.68,2,7,51.41
6,13,3,6.21,30,5,100.0
72,23,0,9.96,8,9,100.0
58,23,4,0.98,28,5,100.0
74,16,9,1.01,43,4,100.0
35,8,6,8.29,27,9,100.0
7,11,5,7.1,31,4,100.0
57,0,8,5.22,6,0,85.87
27,0,5,8.69,14,0,100.0
94,3,5,0.21,16,1,100.0
67,6,10,0.21,14,6,41.89
4,1,6,0.23,15,6,91.77
96,13,3,6.68,11,8,99.54
81,14,8,8.94,21,4,100.0
67,18,0,2.21,27,4,100.0
22,18,6,4.47,45,0,100.0
89,13,10,6.69,0,6,45.91
52,17,7,7.04,36,10,100.0
5,10,10,0.25,44,0,100.0
42,8,0,8.63,43,0,100.0
94,19,8,6.84,25,7,100.0
6,21,6,7.72,9,5,94.86
33,20,1,2.8,50,5,100.0
33,15,6,7.15,23,5,100.0
58,22,2,6.83,39,10,100.0
93,19,4,9.19,25,8,100.0
29,0,4,3.78,4,6,93.96
77,14,6,1.07,40,2,100.0
90,0,7,9.19,49,4,100.0
37,9,4,4.27,25,3,100.0
5,12,0,5.57,13,0,100.0
71,1,9,8.13,30,3,100.0
59,15,2,4.44,3,1,70.38
10,5,0,5.35,20,5,100.0
72,9,2,0.95,24,6,100.0
87,1,1,7.91,47,8,100.0
16,9,4,5.16,48,7,100.0
48,16,4,9.35,32,10,100.0
22,5,5,3.76,6,9,56.93
56,14,7,0.38,10,9,51.25
81,14,2,3.9,22,3,100.0
29,4,10,1.19,39,8,100.0
40,18,8,2.73,9,7,67.49
27,13,7,2.93,10,6,69.62
95,23,9,4.36,29,1,100.0
58,11,9,8.77,14,7,78.78
71,23,4,0.49,11,10,89.92
35,18,5,5.5,19,5,91.73
71,11,10,4.8,17,5,67.56
90,1,9,9.33,6,4,87.36
